accel_x 	 accel_y 	 accel_z 	 gyro_x 	 gyro_y 	 gyro_z 	 compass_x 	 compass_y 	 compass_z 	 time 
0.4177861 	 2.465566 	 9.539648 	 17.27493 	 29.57843 	 -15.51704 	 -2.708507e-05 	 7.538168e-05 	 5.515285e-05 	 8.4 

-0.1843526 	 2.79357 	 9.726245 	 23.33902 	 30.12531 	 -15.57695 	 -2.760367e-05 	 7.624306e-05 	 5.498701e-05 	 8.45 

-0.2029076 	 2.79776 	 9.574813 	 15.25238 	 20.62573 	 -12.25449 	 -2.846797e-05 	 7.572623e-05 	 5.482118e-05 	 8.5 

-0.5945072 	 3.003211 	 9.369062 	 6.264236 	 12.96704 	 -13.20828 	 -2.881369e-05 	 7.882721e-05 	 5.249956e-05 	 8.55 

-0.8506854 	 3.122622 	 9.384026 	 -1.481598 	 2.428497 	 -10.51936 	 -2.950514e-05 	 7.675989e-05 	 5.249956e-05 	 8.6 

STOP 
